ID	Name	LossMedian	DowntimeMedian	RedTagProbability	LossP10	LossP90	DowntimeP16	DowntimeP84	HurtMedian	HurtP16	HurtP84	DeathMedian	DeathP16	DeathP84
469	bld-469	41508	27.6191	0	26568.4	60644.8	12.4253	75.3051	2.5e-05	1.25e-05	3.75e-05	0	0	0	
470	bld-470	37358	30.8724	0	23652.4	55399.4	12.8626	74.42	2.5e-05	1.25e-05	3.75e-05	0	0	0	
471	bld-471	38522.9	32.2411	0	25343.9	57859.5	12.6076	87.8031	2.5e-05	1.25e-05	3.75e-05	0	0	0	
472	bld-472	36261.2	30.5659	0	22627.6	54162.5	12.3179	73.4862	2.5e-05	1.25e-05	3.75e-05	0	0	0	
473	bld-473	52364.5	27.315	0	34733.3	74658.5	13.1975	101.866	2.5e-05	1.25e-05	3.75e-05	0	0	0	
474	bld-474	48458.5	25.9982	0	32934.9	70375.2	12.4349	95.9477	2.5e-05	1.25e-05	3.75e-05	0	0	0	
475	bld-475	12983.6	43.539	0	7699.17	21946.8	2.25853	113.236	1.25e-05	0	2.5e-05	0	0	0	
476	bld-476	15660.1	50.0702	0	8704.99	25180.3	2.41056	117.92	1.25e-05	0	2.5e-05	0	0	0	
477	bld-477	14676.5	47.2128	0	8051.39	23393.1	2.49207	114.418	1.25e-05	0	2.5e-05	0	0	0	
478	bld-478	66518	27.307	0	46415.2	93215.8	13.2747	142.043	2.5e-05	1.25e-05	3.75e-05	0	0	0	
479	bld-479	70881	24.7341	0	47473	102623	12.2159	122.573	2.5e-05	2.5e-05	3.75e-05	0	0	0	
480	bld-480	71251.5	23.995	0	46899.6	102044	12.2947	114.692	2.5e-05	2.5e-05	3.75e-05	0	0	0	
481	bld-481	41694.8	27.8888	0	26992.3	60999.6	11.6698	68.5396	2.5e-05	1.25e-05	3.75e-05	0	0	0	
482	bld-482	45341.3	29.3927	0	28677.3	66207.3	12.9188	81.1423	2.5e-05	1.25e-05	3.75e-05	0	0	0	
483	bld-483	73204.5	26.8434	0	51147	107083	12.9095	164.808	2.5e-05	2.5e-05	3.75e-05	0	0	0	
484	bld-484	65070	25.4555	0	44258	94184.1	12.8838	122.84	2.5e-05	1.25e-05	3.75e-05	0	0	0	
485	bld-485	70425.9	26.5107	0	48078.1	98105.8	13.6116	126.011	2.5e-05	1.25e-05	3.75e-05	0	0	0	
486	bld-486	36027.3	28.2781	0	19920.4	56269.4	17.8499	44.6048	2.5e-05	0	2.5e-05	0	0	0	
487	bld-487	0	0	0.001	0	3361.44	0	0	0	0	0	0	0	0	
488	bld-488	18060.2	5.46794	0	7563.19	31314.4	0	20.4993	0	0	0	0	0	0	
489	bld-489	16278.2	17.4686	0	5453.18	31331.2	7.01936	32.5985	5e-06	0	1e-05	0	0	0	
490	bld-490	86326.5	71.4899	0	60823.4	113399	39.9412	129.24	6.25e-05	3.125e-05	0.000114583	0	0	0	
491	bld-491	67690.4	92.8322	0	44429.6	95583.4	53.3334	173.037	6.25e-05	2.08333e-05	0.000125	0	0	1.04167e-05	
492	bld-492	68550.3	89.9644	0	44548.6	94696.4	53.6182	172.459	6.25e-05	2.08333e-05	0.000114583	0	0	1.04167e-05	
493	bld-493	68138.8	95.5136	0	45580.8	96852.8	53.8177	179	6.25e-05	2.08333e-05	0.000125	0	0	1.04167e-05	
494	bld-494	67917.1	97.6191	0	46054.2	95798.5	53.2521	179	6.25e-05	2.08333e-05	0.000125	0	0	1.04167e-05	
495	bld-495	89167.2	18.2767	0	54445.9	147845	9.36073	40.0243	3.125e-06	0	6.25e-06	0	0	0	
496	bld-496	44278.5	20.9122	0	24800.2	77705.7	10.5662	51.5696	3.125e-06	0	9.375e-06	0	0	0	
497	bld-497	90899.5	48.6616	0	61902.6	125052	28.4613	87.8555	3.125e-05	1.5625e-05	6.25e-05	0	0	0	
498	bld-498	17923.2	23.628	0	8371.24	32325.6	11.4873	53.0425	6.25e-06	0	6.25e-05	0	0	6.25e-06	
499	bld-499	22306.5	27.6429	0	10390.6	39460.2	12.6117	61.5915	1.25e-05	0	6.25e-05	0	0	6.25e-06	
500	bld-500	34933.9	20.3489	0	17475.3	65029	9.50523	48.402	4.16667e-06	0	1.66667e-05	0	0	0	
501	bld-501	57625.3	41.6916	0	38359.6	83505.3	26.5453	75.8734	1.04167e-05	0	2.08333e-05	0	0	0	
502	bld-502	53189.9	46.7532	0	33861.2	78837	28.2161	83.6193	1.04167e-05	0	2.08333e-05	0	0	0	
503	bld-503	60119.4	43.3633	0	38105.2	84073.9	26.8311	83.0435	1.04167e-05	0	2.08333e-05	0	0	0	
504	bld-504	60189.4	43.6018	0	37790.9	85553.2	26.5771	82.8324	1.04167e-05	0	2.08333e-05	0	0	0	
505	bld-505	56434.8	42.56	0	35806.7	81747.5	24.5018	74.2288	1.04167e-05	0	2.08333e-05	0	0	0	
506	bld-506	451999	179	0.256	342953	605027	153.252	179	0.00480357	0.00480357	0.00480357	0.0008375	0.0008375	0.0008375	
507	bld-507	102323	28.9312	0.002	67431.3	150268	20.6845	41.3046	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
508	bld-508	15523.2	44.1884	0.141	8085.62	27109.6	26.5244	71.7978	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
509	bld-509	15566.2	42.9904	0.141	8516.15	26813.5	25.9335	67.0811	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
510	bld-510	27005.7	27.5886	0.013	17095.2	42765.9	19.2142	40.8009	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
511	bld-511	83494.4	27.1331	0	59298.5	116912	13.8926	150.323	3.125e-05	2.08333e-05	4.16667e-05	0	0	0	
512	bld-512	84783.5	29.8246	0	58000.5	117792	14.2614	177.443	3.125e-05	2.08333e-05	4.16667e-05	0	0	0	
513	bld-513	33704.1	35.648	0	21844.3	48651.8	13.0738	78.4316	1.04167e-05	1.04167e-05	3.125e-05	0	0	0	
514	bld-514	57501.6	34.8259	0	38518.8	80666.5	17.4278	119.05	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
515	bld-515	52751.3	33.257	0	36027.7	73729	16.6828	116.516	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
516	bld-516	24174.7	39.4287	0.001	14559.6	36662.4	7.58853	82.7989	1.04167e-05	0	2.08333e-05	0	0	0	
517	bld-517	100792	31.0332	0	73774.5	135201	15.0704	175.951	3.125e-05	2.08333e-05	4.16667e-05	0	0	0	
518	bld-518	63497	33.5215	0	42710.8	89292.6	16.9075	151.125	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
519	bld-519	24594.3	39.8742	0	15497	36003.7	8.37109	80.948	1.04167e-05	0	2.08333e-05	0	0	0	
520	bld-520	101954	29.5601	0	72062.5	139798	14.0269	174.735	3.125e-05	2.08333e-05	4.16667e-05	0	0	0	
521	bld-521	67868.3	29.2002	0	46950.6	96448	14.6375	154.506	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
522	bld-522	50881.1	39.4674	0	35701	70752.6	19.9397	97.5185	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
523	bld-523	51061	34.0662	0	36060.8	73398.5	16.0528	125.145	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
524	bld-524	70269.5	30.2594	0	49546.3	98539	14.961	168.63	2.08333e-05	1.04167e-05	4.16667e-05	0	0	0	
525	bld-525	65017	33.7459	0	44355.3	89929.3	16.6286	174.912	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
526	bld-526	67194.9	29.8199	0	47358.7	94675.8	15.304	155.809	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
527	bld-527	69.6811	0	0	0	9725.58	0	0	0	0	0	0	0	0	
528	bld-528	109444	24.6594	0	68599.8	157452	12.14	96.5762	3.47222e-05	3.47222e-06	6.25e-05	3.47222e-06	0	3.47222e-06	
529	bld-529	286743	66.2986	0	226953	356870	42.332	113.512	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
530	bld-530	304835	66.7149	0	242732	374700	43.219	112.723	3.57143e-05	2.67857e-05	5.35714e-05	0	0	0	
531	bld-531	220233	69.472	0	170438	275748	42.5633	119.796	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
532	bld-532	177026	68.0008	0	134801	225063	41.6997	123.858	3.57143e-05	1.78571e-05	6.25e-05	0	0	0	
533	bld-533	221130	69.1812	0	171225	274170	44.3355	116.266	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
534	bld-534	267447	67.0191	0	209393	329217	43.4549	112.341	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
535	bld-535	213004	67.5258	0	165361	271431	42.1017	119.733	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
536	bld-536	185423	74.1364	0	141467	233262	44.7212	127.351	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
537	bld-537	267136	59.1128	0	207700	324651	38.1163	99.3353	1.38889e-05	6.94444e-06	2.77778e-05	0	0	0	
538	bld-538	247226	61.8936	0	194927	312137	39.8224	111.019	2.08333e-05	1.38889e-05	3.47222e-05	0	0	0	
539	bld-539	212427	73.8949	0	162109	265993	46.2057	121.762	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
540	bld-540	128111	74.2054	0	93597.6	167087	42.4343	129.58	4.46429e-05	2.67857e-05	8.03571e-05	0	0	0	
541	bld-541	173073	74.3156	0	132324	221209	44.3579	124.231	3.57143e-05	1.78571e-05	6.25e-05	0	0	0	
542	bld-542	39565.1	22.3257	0.001	21600.9	62348.9	13.2202	47.3523	1.04167e-05	0	0.000104167	0	0	1.04167e-05	
543	bld-543	183112	67.0897	0	137681	229561	42.9232	120.77	3.57143e-05	1.78571e-05	6.25e-05	0	0	0	
544	bld-544	12763.2	27.5024	0	4455.26	28628.1	11.117	62.0465	1.5625e-06	0	1.5625e-05	0	0	0	
545	bld-545	34172.9	20.2524	0	15987.8	63330.8	10.5273	44.8738	2.5e-06	0	5e-06	0	0	0	
546	bld-546	18598.3	23.4765	0	7780.09	36997.5	11.0391	51.5468	3.125e-06	0	1.25e-05	0	0	0	
547	bld-547	40776.7	20.3982	0	20731.7	71371.3	9.6626	44.0569	3.125e-06	0	1.25e-05	0	0	0	
548	bld-548	16242.9	25.4104	0	6443.08	31068.4	9.69806	56.3593	4.16667e-06	0	4.16667e-05	0	0	4.16667e-06	
549	bld-549	61036.1	18.7348	0	32488.9	102738	9.59126	43.648	2.5e-06	0	2.5e-06	0	0	0	
550	bld-550	127516	18.6394	0	81444.8	194140	9.52785	41.8734	3.125e-06	0	6.25e-06	0	0	0	
551	bld-551	100875	17.8899	0	70032.6	136169	11.3899	29.3875	2.5e-05	2.5e-05	6.25e-05	0	0	0	
552	bld-552	87757.1	40.7669	0	59394.8	120374	23.9382	75.4445	1.25e-05	0	2.5e-05	0	0	0	
553	bld-553	56337.4	15.4208	0	27798.9	94466	8.09104	84.5069	0	0	5.20833e-05	0	0	5.20833e-06	
554	bld-554	43473.9	20.7512	0	27636.8	65828.8	8.83786	92.7641	2.08333e-05	2.08333e-05	0.000208333	0	0	2.08333e-05	
555	bld-555	2755.65	3.21188	0	397.623	7221.95	0	43.2101	0	0	3.125e-05	0	0	0	
556	bld-556	77479.2	31.6536	0.005	49290	117849	20.747	54.0932	0.0119048	0.0119048	0.0119048	0.00208333	0.00208333	0.00208333	
557	bld-557	31476.7	35.5672	0.065	19538.2	50817.2	22.6699	53.1967	0.0119048	0.0119048	0.0119048	0.00208333	0.00208333	0.00208333	
558	bld-558	284399	133.239	0.407	195287	417073	98.8409	179	0.0047619	0.0047619	0.00477024	0.000833333	0.000833333	0.000833333	
559	bld-559	233869	46.3203	0	173031	316432	26.8859	87.7743	1.66667e-05	9.72222e-06	2.63889e-05	0	0	1.38889e-06	
560	bld-560	284439	28.9308	0	201054	397955	15.5719	55.6354	8.33333e-06	4.16667e-06	1.45833e-05	0	0	0	
561	bld-561	8759.22	5.89797	0	2618.9	28976.4	0	65.985	0	0	0	0	0	0	
562	bld-562	1.09424e+06	38.1568	0	960654	1.2548e+06	23.0627	74.0905	3.5e-05	2.75e-05	5e-05	0	0	0	
563	bld-563	34368.9	9.56901	0	16467.2	58039.9	4.76063	24.9134	0	0	8.33333e-06	0	0	0	
564	bld-564	60991.6	9.19262	0	32588.1	95225.5	4.53906	29.5572	0	0	0	0	0	0	
565	bld-565	93611.6	17.9278	0	65335	127610	10.3172	39.5725	1.25e-05	6.25e-06	1.875e-05	0	0	0	
566	bld-566	73614.4	14.4631	0	46629.9	111223	7.59382	66.3893	0	0	5e-06	0	0	0	
567	bld-567	83366.4	18.2942	0	49667.5	134708	9.47382	40.7079	0	0	2.5e-06	0	0	0	
568	bld-568	75596.4	10.9893	0	36893.7	140771	4.89072	36.4991	0	0	0	0	0	0	
569	bld-569	40311.6	7.05891	0	21400.7	73020.4	1.92618	131.497	0	0	0	0	0	0	
570	bld-570	316960	9.33862	0	242577	428520	4.55106	27.4638	5e-06	0	1e-05	0	0	0	
571	bld-571	64624.1	12.3458	0	38394	100363	5.33494	179	0	0	0	0	0	0	
572	bld-572	458955	19.8292	0	375635	560031	10.6293	47.23	1.5e-05	1e-05	2e-05	0	0	0	
573	bld-573	455286	55.2699	0	361107	572986	32.9325	103.598	1.93182e-05	1.36364e-05	2.84091e-05	0	0	1.13636e-06	
574	bld-574	158513	60.9591	0	116477	207352	34.6057	107.853	2.38636e-05	1.36364e-05	3.52273e-05	1.13636e-06	0	2.27273e-06	
575	bld-575	145312	30.6249	0	108915	187117	17.2542	66.2051	4.54545e-05	2.95455e-05	6.59091e-05	2.27273e-06	0	2.27273e-06	
576	bld-576	802031	14.2781	0	587711	1.16193e+06	6.74649	29.1393	2.5e-06	0	2.5e-05	0	0	2.5e-06	
577	bld-577	11511.8	11.0275	0	2384.58	29272.1	2.83096	30.1021	0	0	0	0	0	0	
578	bld-578	11500.1	11.3393	0	2777.72	30744.2	3.49338	30.2031	0	0	0	0	0	0	
579	bld-579	72029.4	23.287	0	44861.6	121856	11.4552	57.9231	2.5e-06	0	7.5e-06	0	0	0	
580	bld-580	3.82856e+06	179	0.349	2.77634e+06	5.23038e+06	144.313	179	0.00181696	0.00181696	0.00357143	0.000315625	0.000315625	0.000625	
581	bld-581	61772.7	7.85684	0	31446.2	100591	3.57036	91.3688	0	0	0	0	0	0	
582	bld-582	883599	110.426	0.198	618285	1.26344e+06	83.2629	149.158	0.00477024	0.0047619	0.00477024	0.000833333	0.000833333	0.000833333	
583	bld-583	60552	8.89609	0	33709.6	95912.2	3.78903	83.1343	0	0	0	0	0	0	
584	bld-584	5621.52	10.4189	0	707.15	17642	0.849502	29.1695	0	0	6.25e-06	0	0	0	
585	bld-585	303033	15.3314	0	236159	391523	9.90492	25.7099	2.5e-05	2.5e-05	6.25e-05	0	0	0	
586	bld-586	5418.66	1.86336	0	2908.66	11629.6	0.923578	3.17198	0	0	0.000208333	0	0	2.08333e-05	
587	bld-587	358369	16.2061	0	257956	530673	8.48543	33.9439	2.5e-06	0	5e-06	0	0	0	
588	bld-588	36236.2	6.57044	0	16289.6	66863.4	3.03475	28.8633	0	0	6.25e-06	0	0	0	
589	bld-589	64013.6	23.2848	0	37594.5	107260	12.0193	53.3907	2.5e-06	0	1e-05	0	0	0	
590	bld-590	37891	10.1257	0	18585.6	65391.6	5.02604	26.8496	0	0	5e-06	0	0	0	
591	bld-591	97196.7	16.5933	0	67323.5	135886	8.98423	42.6289	1.07143e-05	7.14286e-06	2.14286e-05	0	0	0	
592	bld-592	155217	19.6257	0	101424	241312	9.62035	42.0373	2.5e-06	0	5e-06	0	0	0	
593	bld-593	1.38095e+06	37.5444	0	1.22544e+06	1.5398e+06	23.8973	71.6333	3.33333e-05	2.70833e-05	4.58333e-05	0	0	2.08333e-06	
594	bld-594	8211.81	2.41301	0	2737.61	18711.6	0	13.9882	0	0	0	0	0	0	
595	bld-595	162390	7.94542	0	111158	229396	4.087	25.8432	0	0	0	0	0	0	
596	bld-596	40917.5	24.7848	0	25566.2	60626.7	10.5087	95.6047	8.33333e-05	2.08333e-05	0.000208333	0	0	2.08333e-05	
597	bld-597	30277.8	25.8651	0	17592.9	47113.8	8.90295	62.2624	2.08333e-05	2.08333e-05	0.000208333	0	0	2.08333e-05	
598	bld-598	1138.3	0	0	143.579	3418.52	0	0	0	0	0	0	0	0	
599	bld-599	967.815	0	0.001	108.855	3277.17	0	0.244188	0	0	3.125e-05	0	0	0	
600	bld-600	8528.72	5.08815	0	2752.77	17087.9	0.527831	39.1472	3.125e-05	0	3.125e-05	0	0	0	
601	bld-601	9535.19	7.84959	0	3559.21	19021.3	0.755996	32.5698	3.125e-05	0	3.125e-05	0	0	0	
602	bld-602	2827.37	2.65425	0	529.765	6794.43	0	48.2313	0	0	3.125e-05	0	0	0	
603	bld-603	19390.3	25.1409	0	10039.5	32054.6	4.57306	54.1394	2.08333e-05	2.08333e-05	0.000208333	0	0	2.08333e-05	
604	bld-604	1780.07	0	0	201.187	5079.67	0	4.71186	0	0	0.000125	0	0	0	
605	bld-605	14164.4	12.5435	0	5768.24	27702.7	1.11827	35.7059	3.125e-05	0	3.125e-05	0	0	0	
606	bld-606	6899.6	3.89835	0	2293.53	15445	0	34.4645	3.125e-05	0	3.125e-05	0	0	0	
607	bld-607	6584.05	3.38413	0	2040.6	13535.3	0	32.7458	3.125e-05	0	3.125e-05	0	0	0	
608	bld-608	3497.73	1.85775	0	597.134	8604.64	0	51.2336	0	0	3.125e-05	0	0	0	
609	bld-609	1858.83	0	0	208.009	4946.84	0	4.37267	0	0	0.000125	0	0	0	
610	bld-610	5664.93	3.12984	0	1513.97	12482.2	0	39.7578	3.125e-05	0	3.125e-05	0	0	0	
611	bld-611	3978.96	2.78531	0	989.539	9491.6	0	56.1418	0	0	3.125e-05	0	0	0	
612	bld-612	8270.28	4.84568	0	2975.75	17389	0.46008	41.4315	3.125e-05	0	3.125e-05	0	0	0	
613	bld-613	2810.19	1.75855	0	406.777	6701	0	44.6841	0	0	3.125e-05	0	0	0	
614	bld-614	2440.97	0.78632	0	321.5	6148.49	0	46.5497	0	0	3.125e-05	0	0	0	
615	bld-615	9033.71	5.72758	0	3109.01	18181.5	0.534998	33.7479	3.125e-05	0	3.125e-05	0	0	0	
616	bld-616	8931.05	6.085	0	3524.84	19117	0.666314	33.3198	3.125e-05	0	3.125e-05	0	0	0	
617	bld-617	27021.1	13.1414	0	14514.1	48074.2	4.07215	77.7379	3.125e-05	3.125e-05	3.125e-05	0	0	0	
618	bld-618	2161.13	0.651596	0.001	306.361	5846.38	0	37.3884	0	0	0.000125	0	0	0	
