ID	Name	QuantityMedian	LossMedian	DowntimeMedian	QuantityMean	LossMean	DowntimeMean
	MEP.P.06.01	0.112588	0	0	0.114132	0.490173	0.000172592
267	bld-267
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	15.8237	18711.6	16.195	16.7191	19801.1	17.2457
	B1071.001	0	0	0	0	0	0
	B2011.011az	4.84847	0	0	5.76632	0	0
	B3011.011z	4.4085	0	0	9.37819	0	0
	BI.C.01.04	6.01314	0	0	6.01314	0	0
	BI.D.02.03	0.129806	0	0	0.163444	189.205	0.315341
	BI.L.01.02	24.6408	0	0	26.0112	0	0
	BI.P.01.03	1.66713	0	0	1.70755	88.1668	0.00737654
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	11.6739	0	0	11.8812	0	0
	E2022.020z	16.9328	0	0	20.3116	12.0949	0
	E2022.022z	28.8108	0	0	34.0717	97.8931	0
	MEP.L.01.01	0.0487977	0	0	0.0604164	184.207	0.219374
	MEP.M.06.06	0.124935	0	0	0.128997	0	0
	MEP.M.06.08	0.0338443	0	0	0.0341161	0	0
	MEP.M.07.03	1.47019	0	0	1.68096	0	0
	MEP.M.08.01	0.832925	0	0	0.850145	0	0
	MEP.P.01.02	0.0249856	0	0	0.0254726	0	0
	MEP.P.02.06	0.140121	0	0	0.176084	0	0
	MEP.P.03.02	0.0900976	0	0	0.107113	0	0
	MEP.P.06.01	0.151052	0	0	0.153861	0.352559	0.0001733
268	bld-268
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	36.8598	39028.4	33.869	39.6439	41819.1	36.394
	B1071.001	0	0	0	0	0	0
	B2011.011az	12.0755	0	0	14.0476	0	0
	B3011.011z	11.6469	0	0	25.5019	3.70167	0.0125004
	BI.C.01.04	14.3316	0	0	14.3316	0	0
	BI.D.02.03	0.30807	0	0	0.397431	469.332	0.781921
	BI.L.01.02	59.8399	0	0	62.8215	0	0
	BI.P.01.03	4.01242	0	0	4.06456	212.567	0.0177846
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	27.5733	0	0	28.252	25.778	0
	E2022.020z	41.376	0	0	49.265	32.161	0
	E2022.022z	67.01	0	0	81.542	192.223	0
	MEP.L.01.01	0.108943	0	0	0.138263	396.331	0.471994
	MEP.M.06.06	0.299392	0	0	0.306015	0	0
	MEP.M.06.08	0.0799109	0	0	0.0817908	0	0
	MEP.M.07.03	3.63953	0	0	4.07007	0	0
	MEP.M.08.01	1.97229	0	0	2.01976	0	0
	MEP.P.01.02	0.0598146	0	0	0.0605348	0	0
	MEP.P.02.06	0.32738	0	0	0.426566	0	0
	MEP.P.03.02	0.226732	0	0	0.273869	0	0
	MEP.P.06.01	0.353808	0	0	0.365064	0.603215	0.000139311
269	bld-269
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	20.0496	22034.2	19.1149	20.9134	23397.8	20.3922
	B1071.001	0	0	0	0	0	0
	B2011.011az	6.43304	0	0	7.6958	0	0
	B3011.011z	6.05418	0	0	13.7348	4.71809	0.00711837
	BI.C.01.04	7.68749	0	0	7.68749	0	0
	BI.D.02.03	0.169011	0	0	0.211902	221.67	0.36945
	BI.L.01.02	31.6932	0	0	33.1981	2.86	0.001
	BI.P.01.03	2.12674	0	0	2.17921	113.427	0.00949004
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	15.1161	0	0	15.4076	12.279	0
	E2022.020z	21.4563	0	0	25.411	12.5735	0
	E2022.022z	38.2856	0	0	44.9089	121.948	0
	MEP.L.01.01	0.0605135	0	0	0.0772879	248.263	0.295659
	MEP.M.06.06	0.159222	0	0	0.163227	0.325451	0.00346323
	MEP.M.06.08	0.0427753	0	0	0.0435536	0	0
	MEP.M.07.03	1.90069	0	0	2.16209	0	0
	MEP.M.08.01	1.05604	0	0	1.08878	0	0
	MEP.P.01.02	0.0324299	0	0	0.0328464	0	0
	MEP.P.02.06	0.17673	0	0	0.234463	0	0
	MEP.P.03.02	0.121198	0	0	0.145723	0	0
	MEP.P.06.01	0.190105	0	0	0.194583	1.10884	0.000515706
270	bld-270
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	14.3851	17714.4	15.4303	15.2203	18833.8	16.6141
	B1071.001	0	0	0	0	0	0
	B2011.011az	4.48079	0	0	5.53648	0	0
	B3011.011z	4.36909	0	0	10.9772	0.533794	0.00331761
	BI.C.01.04	5.55048	0	0	5.55048	0	0
	BI.D.02.03	0.112702	0	0	0.150382	163.439	0.272399
	BI.L.01.02	23.0649	0	0	24.0521	1.43	0.000499999
	BI.P.01.03	1.54307	0	0	1.57365	85.026	0.00711377
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	10.8851	0	0	11.1185	3.69099	0
	E2022.020z	16.0369	0	0	19.1342	9.38059	0
	E2022.022z	26.6628	0	0	30.9343	72.6667	0
	MEP.L.01.01	0.0444372	0	0	0.056312	168.752	0.200969
	MEP.M.06.06	0.114361	0	0	0.117014	0	0
	MEP.M.06.08	0.0307249	0	0	0.0312637	0	0
	MEP.M.07.03	1.35094	0	0	1.56808	0	0
	MEP.M.08.01	0.767989	0	0	0.78882	0	0
	MEP.P.01.02	0.0230326	0	0	0.0236282	0	0
	MEP.P.02.06	0.137824	0	0	0.173845	0	0
	MEP.P.03.02	0.0933754	0	0	0.108025	0	0
	MEP.P.06.01	0.137161	0	0	0.140768	0.303965	0.000129649
271	bld-271
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	8.87659	13180.5	11.3488	9.29486	14326.9	12.5465
	B1071.001	0	0	0	0	0	0
	B2011.011az	2.81751	0	0	3.54596	0	0
	B3011.011z	2.40268	0	0	5.569	0	0
	BI.C.01.04	3.44183	0	0	3.44183	0	0
	BI.D.02.03	0.0728301	0	0	0.0925324	125.598	0.20933
	BI.L.01.02	14.3621	0	0	14.9151	0	0
	BI.P.01.03	0.968304	0	0	0.988543	42.3368	0.00354214
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	6.71167	0	0	6.84332	2.21647	0
	E2022.020z	9.3746	0	0	11.2625	4.85874	0
	E2022.022z	17.1395	0	0	20.9214	52.0331	0
	MEP.L.01.01	0.0261396	0	0	0.0333464	95.5497	0.113791
	MEP.M.06.06	0.0715845	0	0	0.0728776	0	0
	MEP.M.06.08	0.0192795	0	0	0.0195742	0	0
	MEP.M.07.03	0.840307	0	0	0.957258	0	0
	MEP.M.08.01	0.478412	0	0	0.484783	0	0
	MEP.P.01.02	0.0141258	0	0	0.0143585	0	0
	MEP.P.02.06	0.0833925	0	0	0.103883	0	0
	MEP.P.03.02	0.05459	0	0	0.0647273	0	0
	MEP.P.06.01	0.084941	0	0	0.0868938	0.851283	0.000238442
272	bld-272
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	402.893	486849	426.501	411.424	508861	446.518
	B1071.001	0	0	0	0	0	0
	B2011.011az	54.1265	0	0	63.3132	13.2576	0.0630551
	B3011.011z	320.422	0	0	345.952	61.6457	0.212377
	BI.C.01.04	160.03	0	0	160.03	49.5	0.069
	BI.D.02.03	6.60504	6837.88	11.404	7.5552	8536.69	14.2361
	BI.L.01.02	640.694	0	0	648.156	15.73	0.0055
	BI.P.01.03	25.8941	7769	0.649999	27.7916	7270.73	0.608503
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1055.1	605.637	0	1162.33	714.538	0
	E2022.022z	170.561	0	0	184.213	547.723	0
	MEP.L.01.01	1.13943	0	0	2.17544	6582.01	7.83857
	MEP.M.06.06	2.27786	0	0	2.50867	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	22.6225	0	0	25.2823	0	0
	MEP.M.08.01	16.8453	0	0	16.8453	0	0
	MEP.P.01.02	0.637199	0	0	0.644115	0	0
	MEP.P.02.06	2.59833	0	0	2.65195	0	0
	MEP.P.03.02	1.93266	0	0	1.94815	0	0
	MEP.P.06.01	3.41799	0	0	3.45371	9.9674	0.00230194
273	bld-273
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	195.742	22948.3	20.1331	204.824	24690.1	21.6649
	B1071.001	0	0	0	0	0	0
	B2011.011az	37.8644	0	0	44.7426	2.89838	0.0123421
	B3011.011z	32.1168	0	0	75.9538	17.6255	0.0371844
	BI.C.01.04	44.6666	0	0	44.6666	0	0
	BI.D.02.03	0.92634	0	0	1.17773	467.808	0.779807
	BI.L.01.02	184.551	0	0	195.008	2.86	0.001
	BI.P.01.03	12.4771	0	0	12.7758	0	0
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	87.8383	0	0	88.9585	102.959	0
	E2022.020z	124.273	0	0	154.928	88.3466	0
	E2022.022z	219.549	0	0	257.138	668.535	0
	MEP.L.01.01	0.348381	0	0	0.439046	1528.2	1.81995
	MEP.M.06.06	0.925806	0	0	0.947608	0	0
	MEP.M.06.08	0.246336	0	0	0.2544	0	0
	MEP.M.07.03	10.9981	0	0	12.5836	0	0
	MEP.M.08.01	6.18026	0	0	6.30606	66	0.0352
	MEP.P.01.02	0.185483	0	0	0.190611	0	0
	MEP.P.02.06	1.02994	0	0	1.34292	0	0
	MEP.P.03.02	0.695506	0	0	0.830203	0	0
	MEP.P.06.01	1.10451	0	0	1.12906	0.866	0.0002
274	bld-274
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	33.6506	35153.2	31.0355	35.6894	37121.5	32.7123
	B1071.001	0	0	0	0	0	0
	B2011.011az	10.7103	0	0	12.956	5.63913	0.0243399
	B3011.011z	9.40315	0	0	22.9006	4.70118	0.011807
	BI.C.01.04	13.0428	0	0	13.0428	9.9	0.0138
	BI.D.02.03	0.267134	0	0	0.344812	408.769	0.681215
	BI.L.01.02	55.9917	0	0	57.673	5.72	0.002
	BI.P.01.03	3.66011	0	0	3.70617	133.429	0.0111634
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	25.3282	0	0	25.7837	24.1533	0
	E2022.020z	36.5608	0	0	44.044	20.6415	0
	E2022.022z	63.4905	0	0	76.3353	197.314	0
	MEP.L.01.01	0.0984871	0	0	0.127941	395.89	0.471469
	MEP.M.06.06	0.271464	0	0	0.277432	0	0
	MEP.M.06.08	0.0719948	0	0	0.0733603	0	0
	MEP.M.07.03	3.22246	0	0	3.65643	0	0
	MEP.M.08.01	1.80046	0	0	1.86279	0	0
	MEP.P.01.02	0.0544932	0	0	0.0554518	0	0
	MEP.P.02.06	0.295841	0	0	0.380621	0	0
	MEP.P.03.02	0.213618	0	0	0.248311	0	0
	MEP.P.06.01	0.324482	0	0	0.332198	1.09168	0.000398891
275	bld-275
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	7.24629	0	0	7.98234	0	0
	B3011.011z	7.63252	0	0	14.1428	6.54324	0.0131855
	BI.C.01.04	8.017	0	0	8.017	9.9	0.0138
	BI.D.02.03	0.187592	138.411	0.230685	0.212331	278.636	0.463871
	BI.L.01.02	33.8964	0	0	34.8311	2.86	0.001
	BI.P.01.03	2.23955	0	0	2.2739	554.178	0.0463678
	C.F.KL	14.0853	0	0	15.9842	20.556	0.32961
	C.F.KZ	14.1595	0	0	15.9393	9.78718	0.153902
	C.S.Q	0	0	0	0	0	0
	E2022.001u	15.7952	0	0	15.969	23.82	0
	E2022.020z	25.1504	0	0	27.6556	38.3032	0
	E2022.022z	43.1885	0	0	47.2623	239.633	0
	MEP.L.01.01	0.0702472	0	0	0.0805983	339.61	0.404445
	MEP.M.06.06	0.169002	0	0	0.170972	0	0
	MEP.M.06.08	0.0445862	0	0	0.0453006	0	0
	MEP.M.07.03	2.12126	0	0	2.26576	0	0
	MEP.M.08.01	1.12531	0	0	1.13818	0	0
	MEP.P.01.02	0.033665	0	0	0.0340985	0	0
	MEP.P.02.06	0.210256	0	0	0.23889	0	0
	MEP.P.03.02	0.135216	0	0	0.152213	0	0
	MEP.P.06.01	0.202501	0	0	0.204903	3.13192	0.00108693
276	bld-276
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	47.231	0	0	48.2824	2.33285	0.0132997
	B3011.011z	385.852	0	0	385.852	135.409	0.462987
	BI.C.01.04	277.813	0	0	277.813	79.112	0.110093
	BI.D.02.03	8.42945	12643.3	21.12	8.49311	13551.5	22.5931
	BI.L.01.02	1163.76	0	0	1177.27	184.381	0.0645
	BI.P.01.03	7.81684	0	0	7.85983	2104.68	0.176138
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	509.535	2021	4.20001	522.182	3971.96	7.39995
	E2022.001u	0	0	0	0	0	0
	E2022.020z	2039.59	2217.29	0	2168.4	2428.21	0
	E2022.022z	311.488	1378.19	0	340.563	1758.57	0
	MEP.L.01.01	8.00156	31189.4	37.1437	8.09611	34740.8	41.3732
	MEP.M.06.06	0.390906	0	0	0.393996	0	0
	MEP.M.06.08	4.3104	0	0	4.64737	0	0
	MEP.M.07.03	0	0	0	0	0	0
	MEP.M.08.01	30.8682	0	0	30.8682	33	0.0176
	MEP.P.01.02	1.17138	0	0	1.18143	0	0
	MEP.P.02.06	4.74623	0	0	4.82041	4.72427	0.0065099
	MEP.P.03.02	0	0	0	0	0	0
	MEP.P.06.01	6.27262	0	0	6.30623	94.9784	0.0366203
277	bld-277
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	62.3847	0	0	63.168	0.0468436	0.000228777
	B3011.011z	503.535	0	0	503.535	330.149	0.976832
	BI.C.01.04	362.545	0	0	362.545	108.9	0.1518
	BI.D.02.03	11.1102	19827.6	33.1922	11.082	20521.8	34.2445
	BI.L.01.02	1533.96	0	0	1544.08	224.257	0.0785
	BI.P.01.03	10.2351	0	0	10.2756	4007.45	0.335325
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	662.839	2021	4.2	677.634	3639.37	6.54856
	E2022.001u	0	0	0	0	0	0
	E2022.020z	2675.93	3939.94	0	2781.67	4382.21	0
	E2022.022z	429.895	2757.2	0	451.611	3254.76	0
	MEP.L.01.01	10.3463	45505.3	54.1927	10.4789	49376.8	58.8033
	MEP.M.06.06	0.510139	0	0	0.513852	0	0
	MEP.M.06.08	5.69711	0	0	5.91759	0	0
	MEP.M.07.03	0	0	0	0	0	0
	MEP.M.08.01	40.2828	0	0	40.2828	0	0
	MEP.P.01.02	1.52648	0	0	1.53308	0	0
	MEP.P.02.06	6.22924	0	0	6.30169	0	0
	MEP.P.03.02	0	0	0	0	0	0
	MEP.P.06.01	8.17966	0	0	8.22228	102.812	0.0341122
278	bld-278
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	10.7475	0	0	11.0931	0	0
	B3011.011z	88.1397	0	0	88.1397	29.2023	0.0959552
	BI.C.01.04	63.4606	0	0	63.4606	0	0
	BI.D.02.03	1.92864	3846.17	6.41029	1.94547	3656.43	6.07827
	BI.L.01.02	265.635	0	0	267.983	142.491	0.0498266
	BI.P.01.03	1.77588	0	0	1.78976	707.594	0.059203
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	101.728	8083.99	16.8	107.297	7991.24	16.3181
	E2022.001u	0	0	0	0	0	0
	E2022.020z	448.911	504.12	0	498.206	606.157	0
	E2022.022z	67.8625	0	0	75.9718	438.259	0
	MEP.L.01.01	1.79015	0	0	1.83593	7753.56	9.23379
	MEP.M.06.06	0.0891281	0	0	0.0901685	0.00433502	4.22094e-05
	MEP.M.06.08	0.952763	0	0	1.0388	0	0
	MEP.M.07.03	0	0	0	0	0	0
	MEP.M.08.01	7.05118	0	0	7.05118	0	0
	MEP.P.01.02	0.269682	0	0	0.271133	0	0
	MEP.P.02.06	1.06587	0	0	1.10843	0	0
	MEP.P.03.02	0	0	0	0	0	0
	MEP.P.06.01	1.4202	0	0	1.43151	41.4395	0.0150634
279	bld-279
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	10.8871	0	0	11.1203	0	0
	B3011.011z	89.9122	0	0	89.9122	30.2277	0.0942437
	BI.C.01.04	64.7368	0	0	64.7368	23.4472	0.032684
	BI.D.02.03	1.9849	4053.61	6.75602	2.01148	4127.86	6.85088
	BI.L.01.02	273.295	0	0	276.414	151.884	0.0531503
	BI.P.01.03	1.82222	0	0	1.83731	839.733	0.0702573
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	105.192	8083.99	16.8	110.457	8188.88	16.5874
	E2022.001u	0	0	0	0	0	0
	E2022.020z	449.719	502.786	0	504.571	593.414	0
	E2022.022z	72.8209	0	0	80.3259	400.407	0
	MEP.L.01.01	1.82424	0	0	1.87053	8007.6	9.53632
	MEP.M.06.06	0.0914743	0	0	0.0918186	0	0
	MEP.M.06.08	0.965975	0	0	1.08199	0	0
	MEP.M.07.03	0	0	0	0	0	0
	MEP.M.08.01	7.19298	0	0	7.19298	0	0
	MEP.P.01.02	0.271444	0	0	0.27506	0	0
	MEP.P.02.06	1.10221	0	0	1.13067	0	0
	MEP.P.03.02	0	0	0	0	0	0
	MEP.P.06.01	1.4501	0	0	1.47303	53.3651	0.0218813
280	bld-280
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	114.253	0	0	118.162	5.3111	0.0240008
	B3011.011z	291.789	0	0	321.875	133.718	0.425224
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	26.4668	62012.5	104.136	27.0164	64667.5	108.228
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	81.8104	63089	5.33	82.1272	64706.9	5.46561
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	307.362	0	0	311.445	592.998	0.911923
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1770.56	2016.67	0	1815.67	2170.08	0
	E2022.022z	286.925	1336.82	0	296.247	1576.89	0
	MEP.L.01.01	2.86574	9849.29	11.7296	3.0309	12656.4	15.0726
	MEP.M.06.06	3.88218	0	0	3.96817	0.783755	0.0080841
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	56.5485	0	0	57.0855	200.584	0.0643709
	MEP.M.08.01	26.2798	0	0	26.2798	247.781	0.13215
	MEP.P.01.02	1.00352	0	0	1.00851	0	0
	MEP.P.02.06	14.903	0	0	15.1436	0	0
	MEP.P.03.02	8.49961	0	0	8.59452	0.411021	0.000251138
	MEP.P.06.01	7.90586	0	0	7.91444	131.725	0.0537738
281	bld-281
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	438.01	0	0	453.764	45.2333	0.235168
	B3011.011z	1098.78	0	0	1200.9	398.204	1.29101
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	101.586	239365	401.418	103.357	244742	409.773
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	311.598	242025	20.475	314.159	241054	20.389
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	1171.45	2021	4.19999	1190.25	3015.63	4.34442
	E2022.001u	0	0	0	0	0	0
	E2022.020z	6623.11	7976.87	0	6860.64	8351.62	0
	E2022.022z	1069.41	5530.69	0	1102.64	5996.8	0
	MEP.L.01.01	11.4073	47089.9	56.0797	11.848	52565.4	62.6006
	MEP.M.06.06	14.2924	0	0	14.8371	0.773799	0.00753436
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	213.804	0	0	216.681	899.893	0.289035
	MEP.M.08.01	100.307	0	0	100.307	165	0.088
	MEP.P.01.02	3.8413	0	0	3.84783	1.33121	0.000152649
	MEP.P.02.06	57.5198	0	0	57.9585	0	0
	MEP.P.03.02	32.3393	0	0	32.752	0	0
	MEP.P.06.01	30.2639	549.999	0.175818	30.3026	540.482	0.218952
282	bld-282
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	363.039	0	0	372.513	27.5811	0.142658
	B3011.011z	909.427	0	0	1000.66	406.298	1.26171
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	84.7538	200058	335.57	85.7623	204506	342.33
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	260.014	200535	16.965	261.763	203855	17.2442
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	977.49	0	0	986.782	2147.25	3.28745
	E2022.001u	0	0	0	0	0	0
	E2022.020z	5521.15	6519.95	0	5693.61	6858.63	0
	E2022.022z	887.749	4808.19	0	920.304	5091.36	0
	MEP.L.01.01	9.06181	39474.5	47.0106	9.75657	43307	51.5747
	MEP.M.06.06	12.1943	0	0	12.4201	1.14626	0.011161
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	175.711	0	0	178.502	732.691	0.235221
	MEP.M.08.01	82.6067	0	0	82.6067	224.432	0.119697
	MEP.P.01.02	3.14579	0	0	3.16531	0	0
	MEP.P.02.06	46.4602	0	0	47.3714	0	0
	MEP.P.03.02	26.6143	0	0	26.998	0	0
	MEP.P.06.01	24.85	213.085	0.0678473	24.9049	463.004	0.186739
283	bld-283
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	199.693	0	0	207.632	14.0463	0.074262
	B3011.011z	511.086	0	0	552.154	179.197	0.572522
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	46.4775	108957	182.48	47.1121	111320	186.391
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	142.411	110640	9.36	143.253	111796	9.457
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	536.506	0	0	544.144	1111.05	1.7215
	E2022.001u	0	0	0	0	0	0
	E2022.020z	3083.77	3660.71	0	3169.72	3832.21	0
	E2022.022z	497.425	2667.24	0	507.456	2924.2	0
	MEP.L.01.01	5.11371	21514.4	25.6217	5.38997	23455.6	27.9334
	MEP.M.06.06	6.62972	0	0	6.87047	1.51008	0.0154744
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	97.3736	0	0	98.1192	419.742	0.134699
	MEP.M.08.01	45.606	0	0	45.606	231	0.1232
	MEP.P.01.02	1.74248	0	0	1.74164	0	0
	MEP.P.02.06	25.8669	0	0	26.2006	0	0
	MEP.P.03.02	14.7206	0	0	14.9345	0	0
	MEP.P.06.01	13.713	0	0	13.7328	260.878	0.107917
284	bld-284
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	355.661	0	0	365.421	34.0995	0.183069
	B3011.011z	892.542	0	0	983.815	366.992	1.16883
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	83.2497	195519	327.322	84.8614	200302	335.287
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	253.133	198449	16.7885	256.106	199765	16.8976
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	957.159	0	0	965.885	2344.11	3.47501
	E2022.001u	0	0	0	0	0	0
	E2022.020z	5389.37	6405.42	0	5651.93	6802.91	0
	E2022.022z	873.919	4677.63	0	916.322	5055.71	0
	MEP.L.01.01	8.9038	39306.2	46.8101	9.64525	43113	51.3436
	MEP.M.06.06	11.8454	0	0	12.2497	2.93219	0.0301919
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	174.481	0	0	177.453	713.409	0.228971
	MEP.M.08.01	81.4801	0	0	81.4801	87.1204	0.0464642
	MEP.P.01.02	3.10752	0	0	3.11626	0	0
	MEP.P.02.06	46.4436	0	0	47.0279	0	0
	MEP.P.03.02	26.6136	0	0	26.8913	0	0
	MEP.P.06.01	24.5535	0	0	24.5879	415.56	0.173505
285	bld-285
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	459.798	0	0	470.802	32.4705	0.173875
	B3011.011z	1166.96	0	0	1270.16	435.908	1.43096
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	110.691	261982	439.013	111.484	264763	443.268
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	335.135	261100	22.0887	336.454	263110	22.2557
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	1263.54	2021	4.2	1274.02	3471.16	4.75703
	E2022.001u	0	0	0	0	0	0
	E2022.020z	7230.37	8611.3	0	7431.29	8997.96	0
	E2022.022z	1142.12	5816.26	0	1179.81	6327.18	0
	MEP.L.01.01	11.9311	50899.7	60.617	12.641	55887.4	66.5568
	MEP.M.06.06	15.4117	0	0	15.8078	4.1901	0.0434595
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	228.577	0	0	231.086	786.133	0.252403
	MEP.M.08.01	106.995	0	0	106.995	165	0.088
	MEP.P.01.02	4.07384	0	0	4.09266	0	0
	MEP.P.02.06	60.1121	0	0	60.744	0	0
	MEP.P.03.02	34.7218	0	0	35.0626	0	0
	MEP.P.06.01	32.2549	550	0.2	32.3241	606.824	0.242442
286	bld-286
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	431.602	0	0	443.841	44.4791	0.230141
	B3011.011z	1089.19	0	0	1182.6	402.743	1.3494
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	100.345	238675	399.74	101.422	241814	404.845
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	309.319	240076	20.3101	310.651	241698	20.4449
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	1158.65	0	0	1174.18	2506.31	3.76661
	E2022.001u	0	0	0	0	0	0
	E2022.020z	6545.11	7846.3	0	6807.38	8276.43	0
	E2022.022z	1047.14	5711.85	0	1089.21	6097.84	0
	MEP.L.01.01	10.9221	46071.8	54.8672	11.5343	51539.5	61.3789
