ID	Name	QuantityMedian	LossMedian	DowntimeMedian	QuantityMean	LossMean	DowntimeMean
	BI.L.01.02	569.126	0	0	576.554	27.17	0.0095
	BI.P.01.03	1.12748	2828.66	0.236662	1.13327	2816.65	0.235688
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	949.497	161.406	0	1015.74	212.702	0
	E2022.022z	148.893	0	0	164.267	175.575	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	1.62617	0	0	1.75585	0	0
	MEP.M.07.03	11.7899	0	0	12.0701	11	0.00353
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.563853	0	0	0.568938	0	0
	MEP.P.02.06	0.35692	0	0	0.361063	0	0
	MEP.P.03.02	0.739421	0	0	0.742172	0	0
	MEP.P.06.01	3.01984	0	0	3.03186	0	0
20	bld-20
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	2478.98	0	0	2558.26	174.041	0.927943
	B3011.011z	3855.3	2617.31	8.15934	4646.46	4074.28	11.8421
	BI.C.01.04	2612.37	0	0	2612.37	633.512	0.882893
	BI.D.02.03	67.7296	127637	214.385	70.2648	132311	222.146
	BI.L.01.02	11304.3	4252	1.5	11389.1	3788.18	1.34066
	BI.P.01.03	735.596	348724	29.5016	738.088	351195	29.7057
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	2424.83	0	0	2472.27	2344.49	1.93497
	E2022.001u	5168.59	29718	0	5173.87	30379.7	0
	E2022.020z	8480.46	16864	0	8828.1	17721	0
	E2022.022z	14889.5	126738	0	15340.9	131756	0
	MEP.L.01.01	24.7578	127215	151.501	25.9055	132677	158.006
	MEP.M.06.06	55.2227	0	0	55.4645	5.13939	0.0533247
	MEP.M.06.08	14.7422	0	0	14.7843	0	0
	MEP.M.07.03	724.015	0	0	739.104	1890.01	0.607149
	MEP.M.08.01	369.211	0	0	370.991	891	0.4752
	MEP.P.01.02	11.0262	0	0	11.0693	0	0
	MEP.P.02.06	74.2101	0	0	77.0926	0	0
	MEP.P.03.02	48.3357	0	0	49.5354	3.53039	0.00218419
	MEP.P.06.01	66.3259	866.001	0.397778	66.5611	1197.73	0.458915
21	bld-21
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	1645.98	0	0	1682.76	140.45	0.735755
	B3011.011z	2485.18	1193.79	3.73113	2929	1888.97	6.17672
	BI.C.01.04	1682.96	0	0	1682.96	475.031	0.661981
	BI.D.02.03	44.092	91123.4	153.226	45.3164	94604.7	158.784
	BI.L.01.02	7367.45	1430	0.5	7362.82	1399.47	0.4915
	BI.P.01.03	475.69	255855	21.645	476.524	258558	21.8707
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	1575.62	0	0	1589.27	2602.74	2.8455
	E2022.001u	3338.4	13395.8	0	3343.83	14416.7	0
	E2022.020z	5667.23	8865.8	0	5766.48	9293.92	0
	E2022.022z	9722.79	68605	0	9948.8	71339.4	0
	MEP.L.01.01	16.4941	74307.6	88.4936	17.0647	79265.2	94.3977
	MEP.M.06.06	35.6378	0	0	35.7272	2.32332	0.0242634
	MEP.M.06.08	9.51037	0	0	9.53884	0	0
	MEP.M.07.03	470.582	0	0	477.867	703.804	0.22592
	MEP.M.08.01	237.526	0	0	238.438	297	0.1584
	MEP.P.01.02	7.14452	0	0	7.15615	0.378964	0.000227378
	MEP.P.02.06	48.3643	0	0	50.0101	0	0
	MEP.P.03.02	30.9344	0	0	31.4013	0	0
	MEP.P.06.01	42.9513	91.4701	0.0361983	42.9251	476.051	0.179435
22	bld-22
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.433353	0	0	0.434752	0	0
	B3011.011z	426.737	0	0	426.737	151.604	0.503397
	BI.C.01.04	8.53473	0	0	8.53473	9.90001	0.0138
	BI.D.02.03	0.187117	0	0	0.189165	209.885	0.349685
	BI.L.01.02	653.074	0	0	666.031	98.67	0.0345
	BI.P.01.03	1.30043	0	0	1.31859	162.709	0.0136132
	C.F.KL	272.544	0	0	301.546	137.856	1.85781
	C.F.KZ	275.489	0	0	301.658	118.644	1.26186
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1088.64	1208.13	0	1199.27	1400.25	0
	E2022.022z	173.616	562.172	0	192.033	1144.72	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	1.8538	0	0	2.05127	0	0
	MEP.M.07.03	13.2555	0	0	13.7499	11	0.00353
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.642996	0	0	0.649151	0	0
	MEP.P.02.06	0.412286	0	0	0.416546	0	0
	MEP.P.03.02	0.853462	0	0	0.861456	0	0
	MEP.P.06.01	3.43322	0	0	3.49121	57.2279	0.0179297
23	bld-23
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.0278847	0	0	0.0281902	0	0
	B3011.011z	27.7068	0	0	27.7068	5.15195	0.037383
	BI.C.01.04	0.554136	0	0	0.554136	0	0
	BI.D.02.03	0.0120207	22.8754	0.0381257	0.012214	21.9269	0.0363793
	BI.L.01.02	42.8749	0	0	43.679	1.43	0.0005
	BI.P.01.03	0.0830443	0	0	0.0840199	36.2557	0.00303336
	C.F.KL	17.6872	0	0	19.7696	49.3244	0.926004
	C.F.KZ	17.7459	0	0	19.6459	36.0589	0.532138
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	70.4601	0	0	77.0524	94.9006	0
	E2022.022z	11.2286	0	0	12.2963	63.2644	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.118251	0	0	0.131206	0	0
	MEP.M.07.03	0.867471	0	0	0.905591	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.0417648	0	0	0.0422313	0	0
	MEP.P.02.06	0.0269356	0	0	0.0271119	0	0
	MEP.P.03.02	0.0552762	0	0	0.0558207	0	0
	MEP.P.06.01	0.223824	0	0	0.227188	2.27045	0.00083503
24	bld-24
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.0470753	0	0	0.0478233	0	0
	B3011.011z	46.8685	0	0	46.8685	22.1774	0.0513182
	BI.C.01.04	0.93737	0	0	0.93737	0	0
	BI.D.02.03	0.0202892	38.687	0.0644784	0.0205679	36.9251	0.0612584
	BI.L.01.02	72.2475	0	0	73.6989	5.72	0.002
	BI.P.01.03	0.140811	0	0	0.142932	72.5593	0.00607074
	C.F.KL	30.2753	0	0	33.0976	76.5472	1.44157
	C.F.KZ	31.5292	0	0	34.0643	62.3456	0.889265
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	115.761	101.907	0	131.772	149.207	0
	E2022.022z	19.0384	0	0	21.2473	99.9678	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.202763	0	0	0.225697	0	0
	MEP.M.07.03	1.45352	0	0	1.49632	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.070995	0	0	0.0714241	0	0
	MEP.P.02.06	0.0457694	0	0	0.0461451	0	0
	MEP.P.03.02	0.0938469	0	0	0.0947742	0	0
	MEP.P.06.01	0.376741	0	0	0.381594	6.12312	0.00194221
25	bld-25
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.0434853	0	0	0.0437732	0	0
	B3011.011z	42.9196	0	0	42.9196	13.5055	0.028686
	BI.C.01.04	0.858393	0	0	0.858393	0	0
	BI.D.02.03	0.0187036	36.0309	0.0600515	0.0188677	35.2898	0.0584996
	BI.L.01.02	65.7809	0	0	67.0096	6.71265	0.00234708
	BI.P.01.03	0.130612	0	0	0.131331	62.2639	0.00520936
	C.F.KL	29.2159	0	0	32.2165	85.255	1.53269
	C.F.KZ	28.6691	0	0	31.2941	56.3198	0.849476
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	111.359	61.3976	0	120.104	140.832	0
	E2022.022z	17.0857	0	0	19.0757	93.1766	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.184424	0	0	0.205008	0	0
	MEP.M.07.03	1.33996	0	0	1.39546	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.0647982	0	0	0.0654486	0.117022	1.34189e-05
	MEP.P.02.06	0.041387	0	0	0.0419147	0	0
	MEP.P.03.02	0.0853106	0	0	0.0867707	0	0
	MEP.P.06.01	0.346323	0	0	0.350094	4.98032	0.00175842
26	bld-26
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.0334287	0	0	0.0338601	0	0
	B3011.011z	33.0798	0	0	33.0798	15.3605	0.0488698
	BI.C.01.04	0.661597	0	0	0.661597	0	0
	BI.D.02.03	0.0144688	28.6364	0.0477274	0.0145762	28.8656	0.0478459
	BI.L.01.02	50.4858	0	0	51.6349	1.0759	0.000376189
	BI.P.01.03	0.100528	0	0	0.101623	45.5486	0.00381086
	C.F.KL	21.2828	0	0	23.5135	71.0625	1.20968
	C.F.KZ	21.7747	0	0	24.1919	40.4985	0.646401
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	82.4119	0	0	92.1898	106.661	0
	E2022.022z	13.0895	0	0	14.863	61.2058	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.147789	0	0	0.159839	0	0
	MEP.M.07.03	1.02435	0	0	1.06004	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.0502573	0	0	0.0507673	0	0
	MEP.P.02.06	0.0320001	0	0	0.0324458	0	0
	MEP.P.03.02	0.0666704	0	0	0.0671246	0	0
	MEP.P.06.01	0.269282	0	0	0.271909	4.18479	0.00153695
27	bld-27
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.00940044	0	0	0.00955898	0	0
	B3011.011z	9.42146	0	0	9.42146	7.74558	0.0193645
	BI.C.01.04	0.188429	0	0	0.188429	0	0
	BI.D.02.03	0.00413215	7.90859	0.013181	0.00417432	7.7265	0.0128123
	BI.L.01.02	14.4067	0	0	14.7808	1.43	0.0005
	BI.P.01.03	0.0286698	0	0	0.0291111	14.6915	0.00122918
	C.F.KL	6.16774	0	0	6.92153	17.1261	0.323987
	C.F.KZ	6.12889	0	0	6.98906	21.0708	0.232413
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	23.234	0	0	25.629	31.3519	0
	E2022.022z	3.91238	0	0	4.30574	19.9304	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.040925	0	0	0.0449218	0	0
	MEP.M.07.03	0.294254	0	0	0.307798	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.0141988	0	0	0.0143605	0	0
	MEP.P.02.06	0.00908742	0	0	0.00920219	0	0
	MEP.P.03.02	0.018966	0	0	0.0191259	0	0
	MEP.P.06.01	0.0759741	0	0	0.0763532	1.3947	0.000556092
28	bld-28
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.0196721	0	0	0.0199185	0	0
	B3011.011z	19.4487	0	0	19.4487	8.89202	0.0204085
	BI.C.01.04	0.388973	0	0	0.388973	0	0
	BI.D.02.03	0.00848669	16.0186	0.0266976	0.00860134	15.7412	0.0261143
	BI.L.01.02	29.4565	0	0	30.5025	5.72	0.002
	BI.P.01.03	0.0588775	0	0	0.059513	27.2744	0.00228194
	C.F.KL	12.7628	0	0	14.2754	36.1717	0.683052
	C.F.KZ	13.0387	0	0	14.1788	25.9168	0.363679
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	48.1439	0	0	52.4339	64.2613	0
	E2022.022z	7.66522	0	0	8.57083	32.5249	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.0830863	0	0	0.091816	0	0
	MEP.M.07.03	0.597026	0	0	0.627087	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.0297396	0	0	0.0298083	0	0
	MEP.P.02.06	0.019013	0	0	0.0191874	0	0
	MEP.P.03.02	0.0388904	0	0	0.0392385	0	0
	MEP.P.06.01	0.157705	0	0	0.159936	2.22523	0.000871003
29	bld-29
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.00644412	0	0	0.00650685	0	0
	B3011.011z	6.33585	0	0	6.33585	3.37494	0.0109781
	BI.C.01.04	0.126717	0	0	0.126717	0	0
	BI.D.02.03	0.00275242	5.31716	0.00886193	0.00279564	5.16783	0.00857713
	BI.L.01.02	9.78477	0	0	9.9918	1.43	0.0005
	BI.P.01.03	0.0189787	0	0	0.0192907	9.39962	0.000786427
	C.F.KL	4.13553	0	0	4.54582	9.02132	0.169402
	C.F.KZ	4.22777	0	0	4.66007	9.30346	0.134228
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	16.2964	0	0	17.7373	18.3532	0
	E2022.022z	2.61166	0	0	2.81787	17.6349	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.0275453	0	0	0.0302461	0	0
	MEP.M.07.03	0.201428	0	0	0.208436	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.00963589	0	0	0.00971547	0	0
	MEP.P.02.06	0.00609116	0	0	0.00616304	0	0
	MEP.P.03.02	0.0126925	0	0	0.0127921	0	0
	MEP.P.06.01	0.0514432	0	0	0.0517748	0.602695	0.000225421
30	bld-30
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.0175878	0	0	0.017863	0	0
	B3011.011z	17.5502	0	0	17.5502	3.11756	0.0263163
	BI.C.01.04	0.351003	0	0	0.351003	0	0
	BI.D.02.03	0.00762292	14.444	0.0240733	0.00769429	14.1391	0.0234373
	BI.L.01.02	27.0604	0	0	27.6287	2.86	0.000999999
	BI.P.01.03	0.0532909	0	0	0.0536362	25.5489	0.00213757
	C.F.KL	11.6213	0	0	12.7664	28.788	0.546126
	C.F.KZ	11.5163	0	0	12.8378	17.7163	0.279048
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	45.0812	0	0	49.8243	55.4577	0
	E2022.022z	7.19827	0	0	7.83139	37.7866	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.0750077	0	0	0.0843601	0	0
	MEP.M.07.03	0.544946	0	0	0.565287	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.0268735	0	0	0.0270894	0	0
	MEP.P.02.06	0.017101	0	0	0.0172542	0	0
	MEP.P.03.02	0.0351694	0	0	0.0353852	0	0
	MEP.P.06.01	0.140726	0	0	0.142925	1.93265	0.000617152
31	bld-31
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.0091576	0	0	0.00924475	0	0
	B3011.011z	9.12505	0	0	9.12505	9.07839	0.0262791
	BI.C.01.04	0.182501	0	0	0.182501	0	0
	BI.D.02.03	0.00400558	7.62098	0.0127016	0.00403408	7.48991	0.0124072
	BI.L.01.02	14.2326	0	0	14.5762	0.0955546	3.34107e-05
	BI.P.01.03	0.0277719	0	0	0.0279641	13.6271	0.00114012
	C.F.KL	6.08293	0	0	6.67889	17.9828	0.331739
	C.F.KZ	5.87852	0	0	6.50337	6.68436	0.105397
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	23.2364	0	0	25.4448	30.4857	0
	E2022.022z	3.7492	0	0	4.17653	20.6061	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.0383523	0	0	0.0431325	0.0091349	0.000108939
	MEP.M.07.03	0.286484	0	0	0.301898	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.013841	0	0	0.0139461	0	0
	MEP.P.02.06	0.00887967	0	0	0.00894368	0	0
	MEP.P.03.02	0.0183166	0	0	0.018427	0.00570498	3.48579e-06
	MEP.P.06.01	0.0739453	0	0	0.07443	1.17254	0.000388593
32	bld-32
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.0104872	0	0	0.0105787	0	0
	B3011.011z	10.3435	0	0	10.3435	6.94976	0.0299815
	BI.C.01.04	0.206869	0	0	0.206869	0	0
	BI.D.02.03	0.00451097	8.58108	0.0143018	0.00455292	8.19144	0.0135839
	BI.L.01.02	15.7299	0	0	16.1085	0	0
	BI.P.01.03	0.0312252	0	0	0.0315358	14.7054	0.00123034
	C.F.KL	6.90296	0	0	7.72911	18.0499	0.339352
	C.F.KZ	6.61698	0	0	7.36428	12.7944	0.20644
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	26.4878	0	0	28.646	33.5364	0
	E2022.022z	4.12622	0	0	4.57881	24.9656	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	0.0453927	0	0	0.050362	0	0
	MEP.M.07.03	0.319314	0	0	0.336498	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.0157683	0	0	0.0158681	0	0
	MEP.P.02.06	0.0100862	0	0	0.0101358	0	0
	MEP.P.03.02	0.0207351	0	0	0.0209815	0	0
	MEP.P.06.01	0.0845281	0	0	0.0850279	1.55532	0.000590104
33	bld-33
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.65045	0	0	0.657415	0	0
	B3011.011z	644.512	0	0	644.512	66.3418	0.203312
	BI.C.01.04	12.8902	0	0	12.8902	0	0
	BI.D.02.03	0.283499	489.784	0.816306	0.284318	632.957	1.049
	BI.L.01.02	1001.86	0	0	1016.02	55.77	0.0195
	BI.P.01.03	1.95403	0	0	1.96899	1203.64	0.100708
	C.F.KL	447.201	1151	20.8	468.38	1374.45	24.8087
	C.F.KZ	439.943	672	10.4	476.283	921.484	14.2212
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1666.69	888.202	0	1778.28	987.504	0
	E2022.022z	265.647	0	0	292.304	764.829	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	2.81284	0	0	3.00771	0	0
	MEP.M.07.03	20.3424	0	0	20.9364	11	0.00353
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.980713	0	0	0.984183	0	0
	MEP.P.02.06	0.626895	0	0	0.628568	0	0
	MEP.P.03.02	1.29652	0	0	1.30144	0	0
	MEP.P.06.01	5.24443	0	0	5.27442	21.2903	0.00720144
34	bld-34
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	0.356312	0	0	0.357687	0	0
	B3011.011z	350.482	0	0	350.482	36.5846	0.0856281
	BI.C.01.04	7.00963	0	0	7.00963	0	0
	BI.D.02.03	0.154937	272.763	0.454605	0.155705	334.641	0.555572
	BI.L.01.02	541.731	0	0	550.576	12.87	0.0045
	BI.P.01.03	1.06362	0	0	1.0757	726.759	0.0608049
	C.F.KL	231.788	582	11.4	249.328	759.809	13.9987
	C.F.KZ	231.835	336	5.2	250.847	472.165	7.32066
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	896.311	437.732	0	954.087	511.748	0
	E2022.022z	146.906	0	0	156.995	389.065	0
	MEP.L.01.01	0	0	0	0	0	0
	MEP.M.06.06	0	0	0	0	0	0
	MEP.M.06.08	1.57613	0	0	1.68318	0	0
	MEP.M.07.03	11.0647	0	0	11.4214	0	0
	MEP.M.08.01	0	0	0	0	0	0
	MEP.P.01.02	0.533365	0	0	0.537322	0	0
	MEP.P.02.06	0.3403	0	0	0.343038	0	0
	MEP.P.03.02	0.699392	0	0	0.704094	0	0
	MEP.P.06.01	2.85739	0	0	2.86056	15.6843	0.00489748
35	bld-35
	B1035.001	176.735	0	0	212.652	641.637	0.410676
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	322.785	0	0	387.378	9.8714	0.0550997
	B3011.011z	280.411	0	0	670.611	112.095	0.332256
	BI.C.01.04	389.465	0	0	389.465	305.448	0.404728
	BI.D.02.03	7.93206	0	0	10.2004	2398.56	4.00008
	BI.L.01.02	1646.01	16476	6	1711.2	17142	6.22942
	BI.P.01.03	110.413	0	0	111.567	39.0001	0.00299
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	765.458	0	0	780.02	738.959	0
	E2022.020z	1084.32	582.191	0	1321.89	719.125	0
	E2022.022z	1922.51	5043.62	0	2276.88	6224.06	0
	MEP.L.01.01	2.98626	0	0	3.86661	12384.6	14.7489
	MEP.M.06.06	8.10357	0	0	8.28957	17.3134	0.175153
	MEP.M.06.08	2.15886	0	0	2.20602	0	0
	MEP.M.07.03	98.1007	11000	3.53	110.387	9037.29	2.91377
	MEP.M.08.01	52.9762	0	0	54.3264	2902.83	1.5488
	MEP.P.01.02	1.63302	0	0	1.65395	0	0
	MEP.P.02.06	8.7197	0	0	11.6122	0	0
	MEP.P.03.02	5.85435	0	0	6.88049	0	0
	MEP.P.06.01	9.58893	1718.44	0.795555	9.81848	1718.34	0.858835
36	bld-36
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	264.316	0	0	290.345	13.413	0.0633745
	B3011.011z	311.693	445.431	1.10248	536.526	2037.94	5.99168
	BI.C.01.04	291.779	0	0	291.779	89.1	0.1242
	BI.D.02.03	6.81137	4319.99	7.19999	7.8866	3810.16	6.3587
	BI.L.01.02	1234.95	0	0	1264.55	919.723	0.322623
	BI.P.01.03	82.7712	0	0	83.244	980.536	0.081224
	C.F.KL	534.974	0	0	594.512	115	0.575
	C.F.KZ	537.375	0	0	589.941	100	0.556
	C.S.Q	0	0	0	0	0	0
	E2022.001u	566.023	11199.3	0	573.072	12498	0
	E2022.020z	899.289	4139.86	0	1003.48	4936.02	0
	E2022.022z	1583.22	31921.5	0	1749.56	37177	0
	MEP.L.01.01	2.51044	20033.9	23.8586	2.91131	21679.9	25.8188
	MEP.M.06.06	6.16595	0	0	6.20908	0.764722	0.00744598
	MEP.M.06.08	1.65833	0	0	1.66823	0	0
	MEP.M.07.03	78.396	0	0	83.5528	396	0.12708
	MEP.M.08.01	40.618	0	0	41.1188	0	0
	MEP.P.01.02	1.23276	0	0	1.24649	0.188589	0.000113153
	MEP.P.02.06	7.3305	0	0	8.46099	3.86767	0.00289746
	MEP.P.03.02	5.16404	0	0	5.63223	0	0
	MEP.P.06.01	7.38418	0	0	7.44297	330.959	0.124525
37	bld-37
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	110.941	0	0	129.004	17.2714	0.0872572
	B3011.011z	100.819	0	0	216.177	41.7251	0.13604
	BI.C.01.04	130.716	0	0	130.716	19.8	0.0276
	BI.D.02.03	2.83739	0	0	3.53445	21.0614	0.0351023
	BI.L.01.02	532.039	0	0	564.319	12.87	0.0045
	BI.P.01.03	36.1982	0	0	37.0848	78.0001	0.00598
	C.F.KL	226.69	0	0	265.511	69.2631	0.346315
	C.F.KZ	219.779	0	0	258.494	35	0.1946
	C.S.Q	0	0	0	0	0	0
	E2022.001u	256.109	0	0	259.841	292.722	0
	E2022.020z	384.077	178.444	0	457.495	248.81	0
	E2022.022z	642.472	1536.69	0	776.968	2043.11	0
	MEP.L.01.01	1.06215	0	0	1.28476	3955.38	4.71049
	MEP.M.06.06	2.69655	0	0	2.75643	0	0
	MEP.M.06.08	0.718176	0	0	0.727624	0	0
	MEP.M.07.03	30.6913	0	0	35.8956	33	0.01059
	MEP.M.08.01	18.2001	0	0	18.5432	0	0
	MEP.P.01.02	0.545174	0	0	0.557195	0	0
	MEP.P.02.06	2.99318	0	0	3.80276	0	0
	MEP.P.03.02	2.05548	0	0	2.45222	0	0
	MEP.P.06.01	3.26209	0	0	3.35352	51.3602	0.0165925
38	bld-38
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	123.703	0	0	149.863	7.56522	0.0343466
	B3011.011z	123.019	0	0	277.728	38.8545	0.127443
	BI.C.01.04	157.714	0	0	157.714	39.6	0.0552
	BI.D.02.03	3.37847	0	0	4.401	0	0
	BI.L.01.02	643.938	0	0	677.546	40.0273	0.014
	BI.P.01.03	44.6538	0	0	45.1773	117	0.00897001
	C.F.KL	271.275	0	0	329.859	45	0.225
	C.F.KZ	266.185	0	0	323.909	55	0.3058
	C.S.Q	0	0	0	0	0	0
	E2022.001u	308.924	0	0	315.583	245.622	0
	E2022.020z	434.827	213.19	0	528.559	288.217	0
	E2022.022z	768.64	1908.58	0	933.475	2568.32	0
	MEP.L.01.01	1.21673	0	0	1.57205	4579.84	5.45417
	MEP.M.06.06	3.30156	0	0	3.36124	0	0
	MEP.M.06.08	0.875858	0	0	0.889714	0	0
	MEP.M.07.03	40.3643	0	0	45.7321	11	0.00353
	MEP.M.08.01	21.9086	0	0	22.2592	0	0
	MEP.P.01.02	0.64638	0	0	0.666554	2.34899	0.000269357
